players,endpoint,latency
0,GAME_LIST,1412
0,JOIN,550
0,STATE_GET,134
0,PLAY,366
0,PLAY,135
0,PLAY,131
0,PLAY,138
0,PLAY,130
0,PLAY,133
0,PLAY,128
0,PUSH_MESSAGE,1569502789851
0,PUSH_MESSAGE,1569502789853
0,PLAY,378
0,PUSH_MESSAGE,1569502789996
0,PLAY,252
0,PLAY,348
0,PUSH_MESSAGE,1569502790595
0,PLAY,406
0,PUSH_MESSAGE,1569502790940
0,PLAY,494
0,PUSH_MESSAGE,1569502791368
0,PLAY,452
0,PUSH_MESSAGE,1569502791854
0,PUSH_MESSAGE,1569502792147
0,PLAY,523
0,PUSH_MESSAGE,1569502792298
0,PUSH_MESSAGE,1569502792499
0,PLAY,472
0,PUSH_MESSAGE,1569502792823
0,PLAY,128
0,PUSH_MESSAGE,1569502793598
0,PLAY,383
0,PUSH_MESSAGE,1569502793422
0,PLAY,319
0,PUSH_MESSAGE,1569502793842
0,PUSH_MESSAGE,1569502794126
0,PLAY,406
0,PUSH_MESSAGE,1569502794258
0,PLAY,291
0,PUSH_MESSAGE,1569502794535
0,PUSH_MESSAGE,1569502794591
0,PLAY,294
0,PUSH_MESSAGE,1569502794825
0,PUSH_MESSAGE,1569502794901
0,PLAY,134
0,PLAY,154
0,PUSH_MESSAGE,1569502795312
0,PLAY,131
0,PLAY,209
0,PUSH_MESSAGE,1569502795539
0,PLAY,146
0,PUSH_MESSAGE,1569502795760
0,PLAY,300
0,PUSH_MESSAGE,1569502795893
0,PUSH_MESSAGE,1569502796087
0,PLAY,378
0,PUSH_MESSAGE,1569502796209
0,PUSH_MESSAGE,1569502796283
0,PLAY,130
0,PUSH_MESSAGE,1569502796839
0,PLAY,307
0,PUSH_MESSAGE,1569502796711
0,PUSH_MESSAGE,1569502796960
0,PLAY,366
0,PUSH_MESSAGE,1569502797010
0,PLAY,145
0,PUSH_MESSAGE,1569502797518
0,PLAY,341
0,PUSH_MESSAGE,1569502797521
0,PLAY,194
0,PUSH_MESSAGE,1569502797971
0,PLAY,183
