players,endpoint,latency
0,GAME_LIST,806
0,JOIN,319
0,STATE_GET,143
0,PLAY,227
0,PLAY,132
0,PLAY,315
0,PUSH_MESSAGE,1569502789268
0,PLAY,131
0,PLAY,282
0,PUSH_MESSAGE,1569502789635
0,PLAY,463
0,PUSH_MESSAGE,1569502789913
0,PLAY,166
0,PLAY,206
0,PUSH_MESSAGE,1569502790545
0,PUSH_MESSAGE,1569502790859
0,PLAY,401
0,PLAY,402
0,PUSH_MESSAGE,1569502791146
0,PLAY,513
0,PUSH_MESSAGE,1569502791571
0,PLAY,534
0,PUSH_MESSAGE,1569502792072
0,PUSH_MESSAGE,1569502792291
0,PLAY,422
0,PUSH_MESSAGE,1569502792602
0,PLAY,126
0,PUSH_MESSAGE,1569502793171
0,PLAY,165
0,PLAY,409
0,PUSH_MESSAGE,1569502793318
0,PUSH_MESSAGE,1569502793401
0,PLAY,136
0,PLAY,203
0,PUSH_MESSAGE,1569502793967
0,PLAY,354
0,PUSH_MESSAGE,1569502794094
0,PLAY,124
0,PUSH_MESSAGE,1569502794541
0,PUSH_MESSAGE,1569502794705
0,PLAY,339
0,PUSH_MESSAGE,1569502794548
0,PUSH_MESSAGE,1569502794782
0,PLAY,306
0,PUSH_MESSAGE,1569502794890
0,PLAY,275
0,PUSH_MESSAGE,1569502795194
0,PLAY,149
0,PLAY,206
0,PUSH_MESSAGE,1569502795618
0,PLAY,250
0,PUSH_MESSAGE,1569502795824
0,PUSH_MESSAGE,1569502795944
0,PLAY,313
0,PUSH_MESSAGE,1569502796076
0,PUSH_MESSAGE,1569502796274
0,PLAY,275
0,PUSH_MESSAGE,1569502796387
0,PLAY,315
0,PUSH_MESSAGE,1569502796660
0,PUSH_MESSAGE,1569502796699
0,PLAY,279
0,PUSH_MESSAGE,1569502796981
0,PUSH_MESSAGE,1569502797111
0,PLAY,400
0,PUSH_MESSAGE,1569502797262
0,PLAY,126
0,PUSH_MESSAGE,1569502797736
0,PLAY,383
0,PUSH_MESSAGE,1569502797783
