players,endpoint,latency
0,GAME_LIST,1338
0,JOIN,556
0,STATE_GET,155
0,PLAY,512
0,PLAY,133
0,PLAY,187
0,PLAY,467
0,PUSH_MESSAGE,1569502705328
0,PUSH_MESSAGE,1569502705330
0,PUSH_MESSAGE,1569502705331
0,PUSH_MESSAGE,1569502705332
0,PUSH_MESSAGE,1569502705334
0,PLAY,239
0,PUSH_MESSAGE,1569502705840
0,PLAY,218
0,PUSH_MESSAGE,1569502706279
0,PLAY,318
0,PUSH_MESSAGE,1569502706227
0,PUSH_MESSAGE,1569502706553
0,PLAY,514
0,PUSH_MESSAGE,1569502706546
0,PLAY,147
0,PUSH_MESSAGE,1569502707176
0,PLAY,330
0,PUSH_MESSAGE,1569502707209
0,PUSH_MESSAGE,1569502707293
0,PLAY,186
0,PLAY,518
0,PUSH_MESSAGE,1569502707728
0,PLAY,499
0,PUSH_MESSAGE,1569502708243
0,PUSH_MESSAGE,1569502708447
0,PUSH_MESSAGE,1569502708769
0,PLAY,599
0,PUSH_MESSAGE,1569502708846
0,PLAY,507
0,PUSH_MESSAGE,1569502709342
0,PLAY,207
0,PLAY,685
0,PUSH_MESSAGE,1569502710056
0,PLAY,233
0,PUSH_MESSAGE,1569502710739
0,PUSH_MESSAGE,1569502711281
0,PLAY,754
0,PUSH_MESSAGE,1569502710973
0,PLAY,397
0,PUSH_MESSAGE,1569502711731
0,PLAY,167
0,PLAY,228
0,PUSH_MESSAGE,1569502712296
0,PLAY,252
0,PUSH_MESSAGE,1569502712524
0,PUSH_MESSAGE,1569502712710
0,PLAY,397
0,PUSH_MESSAGE,1569502712777
0,PLAY,273
0,PUSH_MESSAGE,1569502713176
0,PUSH_MESSAGE,1569502713437
0,PLAY,376
0,PLAY,428
