players,endpoint,latency
0,GAME_LIST,921
0,JOIN,687
0,STATE_GET,158
0,PLAY,297
0,PLAY,198
0,PUSH_MESSAGE,1569502869806
0,PLAY,180
0,PLAY,192
0,PUSH_MESSAGE,1569502870136
0,PLAY,179
0,PLAY,188
0,PUSH_MESSAGE,1569502870550
0,PLAY,164
0,PLAY,379
0,PUSH_MESSAGE,1569502870804
0,PLAY,291
0,PUSH_MESSAGE,1569502871185
0,PLAY,250
0,PUSH_MESSAGE,1569502871482
0,PLAY,195
0,PLAY,179
0,PUSH_MESSAGE,1569502871994
0,PLAY,186
0,PLAY,320
0,PUSH_MESSAGE,1569502872290
0,PLAY,214
0,PUSH_MESSAGE,1569502872606
0,PUSH_MESSAGE,1569502872715
0,PLAY,685
0,PUSH_MESSAGE,1569502872830
0,PUSH_MESSAGE,1569502872881
0,PLAY,167
0,PLAY,259
0,PUSH_MESSAGE,1569502873769
0,PLAY,191
0,PUSH_MESSAGE,1569502874180
0,PLAY,372
0,PUSH_MESSAGE,1569502874118
0,PUSH_MESSAGE,1569502874119
0,PLAY,458
0,PUSH_MESSAGE,1569502874497
0,PUSH_MESSAGE,1569502874587
0,PLAY,315
0,PUSH_MESSAGE,1569502874957
0,PUSH_MESSAGE,1569502875070
0,PLAY,480
0,PUSH_MESSAGE,1569502875267
0,PUSH_MESSAGE,1569502875395
0,PLAY,365
0,PUSH_MESSAGE,1569502875753
0,PUSH_MESSAGE,1569502875894
0,PLAY,533
0,PUSH_MESSAGE,1569502876117
0,PUSH_MESSAGE,1569502876316
0,PLAY,556
0,PUSH_MESSAGE,1569502876651
0,PUSH_MESSAGE,1569502876797
0,PLAY,502
0,PUSH_MESSAGE,1569502877206
