players,endpoint,latency
0,GAME_LIST,914
0,JOIN,384
0,STATE_GET,214
0,PLAY,332
0,PLAY,186
0,PUSH_MESSAGE,1569502455348
0,PUSH_MESSAGE,1569502455351
0,PLAY,145
0,PLAY,207
0,PUSH_MESSAGE,1569502455799
0,PLAY,145
0,PLAY,348
0,PUSH_MESSAGE,1569502456043
0,PLAY,135
0,PLAY,237
0,PUSH_MESSAGE,1569502456523
0,PUSH_MESSAGE,1569502456673
0,PLAY,181
0,PLAY,404
0,PUSH_MESSAGE,1569502456941
0,PLAY,596
0,PUSH_MESSAGE,1569502457350
0,PLAY,232
0,PLAY,331
0,PUSH_MESSAGE,1569502458181
0,PLAY,163
0,PUSH_MESSAGE,1569502458511
0,PLAY,275
0,PUSH_MESSAGE,1569502458672
0,PLAY,185
0,PUSH_MESSAGE,1569502458949
0,PUSH_MESSAGE,1569502459237
0,PLAY,546
0,PUSH_MESSAGE,1569502459135
0,PUSH_MESSAGE,1569502459340
0,PLAY,481
0,PUSH_MESSAGE,1569502459676
0,PUSH_MESSAGE,1569502459872
0,PLAY,514
0,PUSH_MESSAGE,1569502460159
0,PUSH_MESSAGE,1569502460392
0,PLAY,337
0,PUSH_MESSAGE,1569502460672
0,PUSH_MESSAGE,1569502460920
0,PLAY,490
0,PUSH_MESSAGE,1569502461011
0,PUSH_MESSAGE,1569502461279
0,PLAY,474
0,PUSH_MESSAGE,1569502461513
0,PLAY,129
0,PUSH_MESSAGE,1569502462246
0,PLAY,334
0,PUSH_MESSAGE,1569502462347
0,PLAY,334
0,PUSH_MESSAGE,1569502462438
0,PUSH_MESSAGE,1569502462753
0,PLAY,454
0,PUSH_MESSAGE,1569502462773
0,PLAY,242
