players,endpoint,latency
0,GAME_LIST,1414
0,JOIN,310
0,STATE_GET,141
0,PLAY,335
0,PLAY,132
0,PLAY,125
0,PLAY,406
0,PLAY,141
0,PLAY,190
0,PLAY,209
0,PLAY,204
0,PLAY,126
0,PUSH_MESSAGE,1569502456795
0,PUSH_MESSAGE,1569502456797
0,PUSH_MESSAGE,1569502456798
0,PUSH_MESSAGE,1569502456800
0,PLAY,144
0,PLAY,318
0,PUSH_MESSAGE,1569502457028
0,PUSH_MESSAGE,1569502457029
0,PLAY,322
0,PUSH_MESSAGE,1569502457346
0,PUSH_MESSAGE,1569502457547
0,PLAY,377
0,PUSH_MESSAGE,1569502457674
0,PLAY,311
0,PUSH_MESSAGE,1569502458046
0,PLAY,235
0,PUSH_MESSAGE,1569502458356
0,PLAY,202
0,PUSH_MESSAGE,1569502458598
0,PLAY,268
0,PUSH_MESSAGE,1569502458810
0,PLAY,361
0,PUSH_MESSAGE,1569502459070
0,PUSH_MESSAGE,1569502459316
0,PLAY,464
0,PUSH_MESSAGE,1569502459422
0,PUSH_MESSAGE,1569502459696
0,PLAY,466
0,PUSH_MESSAGE,1569502460033
0,PLAY,553
0,PUSH_MESSAGE,1569502460351
0,PLAY,351
0,PUSH_MESSAGE,1569502460941
0,PUSH_MESSAGE,1569502460942
0,PUSH_MESSAGE,1569502460943
0,PUSH_MESSAGE,1569502461149
0,PLAY,503
0,PUSH_MESSAGE,1569502461253
0,PUSH_MESSAGE,1569502461483
0,PLAY,283
0,PLAY,329
0,PUSH_MESSAGE,1569502462043
0,PUSH_MESSAGE,1569502462350
0,PLAY,321
0,PUSH_MESSAGE,1569502462439
0,PUSH_MESSAGE,1569502462771
0,PLAY,404
0,PUSH_MESSAGE,1569502462814
0,PLAY,422
